mapping_id,source_table,source_column,source_value,source_value_description,destination_table,destination_column,concept_id,concept_description,map_on_presence,override_source_data,mapping_type,mapping_criteria_value,mapping_notes,mapping_logic
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,06,Splint,PROCEDURE_OCCURRENCE,procedure_concept_id,4194049,Application of splint,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,06,Splint,PROCEDURE_OCCURRENCE,procedure_concept_id,4194049,Application of splint,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,06,Splint,PROCEDURE_OCCURRENCE,procedure_concept_id,4194049,Application of splint,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,06,Splint,PROCEDURE_OCCURRENCE,procedure_concept_id,4194049,Application of splint,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,06,Splint,PROCEDURE_OCCURRENCE,procedure_concept_id,4194049,Application of splint,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,06,Splint,PROCEDURE_OCCURRENCE,procedure_concept_id,4194049,Application of splint,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,06,Splint,PROCEDURE_OCCURRENCE,procedure_concept_id,4194049,Application of splint,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,06,Splint,PROCEDURE_OCCURRENCE,procedure_concept_id,4194049,Application of splint,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,06,Splint,PROCEDURE_OCCURRENCE,procedure_concept_id,4194049,Application of splint,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,06,Splint,PROCEDURE_OCCURRENCE,procedure_concept_id,4194049,Application of splint,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,06,Splint,PROCEDURE_OCCURRENCE,procedure_concept_id,4194049,Application of splint,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,06,Splint,PROCEDURE_OCCURRENCE,procedure_concept_id,4194049,Application of splint,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,04,Wound closure (excluding sutures),PROCEDURE_OCCURRENCE,procedure_concept_id,42538257,Closure of skin wound,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,04,Wound closure (excluding sutures),PROCEDURE_OCCURRENCE,procedure_concept_id,42538257,Closure of skin wound,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,04,Wound closure (excluding sutures),PROCEDURE_OCCURRENCE,procedure_concept_id,42538257,Closure of skin wound,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,04,Wound closure (excluding sutures),PROCEDURE_OCCURRENCE,procedure_concept_id,42538257,Closure of skin wound,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,04,Wound closure (excluding sutures),PROCEDURE_OCCURRENCE,procedure_concept_id,42538257,Closure of skin wound,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,04,Wound closure (excluding sutures),PROCEDURE_OCCURRENCE,procedure_concept_id,42538257,Closure of skin wound,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,04,Wound closure (excluding sutures),PROCEDURE_OCCURRENCE,procedure_concept_id,42538257,Closure of skin wound,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,04,Wound closure (excluding sutures),PROCEDURE_OCCURRENCE,procedure_concept_id,42538257,Closure of skin wound,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,04,Wound closure (excluding sutures),PROCEDURE_OCCURRENCE,procedure_concept_id,42538257,Closure of skin wound,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,04,Wound closure (excluding sutures),PROCEDURE_OCCURRENCE,procedure_concept_id,42538257,Closure of skin wound,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,04,Wound closure (excluding sutures),PROCEDURE_OCCURRENCE,procedure_concept_id,42538257,Closure of skin wound,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,04,Wound closure (excluding sutures),PROCEDURE_OCCURRENCE,procedure_concept_id,42538257,Closure of skin wound,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,11,Incision and Drainage,PROCEDURE_OCCURRENCE,procedure_concept_id,4211374,Incision AND drainage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,11,Incision and Drainage,PROCEDURE_OCCURRENCE,procedure_concept_id,4211374,Incision AND drainage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,11,Incision and Drainage,PROCEDURE_OCCURRENCE,procedure_concept_id,4211374,Incision AND drainage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,11,Incision and Drainage,PROCEDURE_OCCURRENCE,procedure_concept_id,4211374,Incision AND drainage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,11,Incision and Drainage,PROCEDURE_OCCURRENCE,procedure_concept_id,4211374,Incision AND drainage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,11,Incision and Drainage,PROCEDURE_OCCURRENCE,procedure_concept_id,4211374,Incision AND drainage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,11,Incision and Drainage,PROCEDURE_OCCURRENCE,procedure_concept_id,4211374,Incision AND drainage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,11,Incision and Drainage,PROCEDURE_OCCURRENCE,procedure_concept_id,4211374,Incision AND drainage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,11,Incision and Drainage,PROCEDURE_OCCURRENCE,procedure_concept_id,4211374,Incision AND drainage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,11,Incision and Drainage,PROCEDURE_OCCURRENCE,procedure_concept_id,4211374,Incision AND drainage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,11,Incision and Drainage,PROCEDURE_OCCURRENCE,procedure_concept_id,4211374,Incision AND drainage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,11,Incision and Drainage,PROCEDURE_OCCURRENCE,procedure_concept_id,4211374,Incision AND drainage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,02,Bandage/support,PROCEDURE_OCCURRENCE,procedure_concept_id,4080807,Application of bandage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,02,Bandage/support,PROCEDURE_OCCURRENCE,procedure_concept_id,4080807,Application of bandage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,02,Bandage/support,PROCEDURE_OCCURRENCE,procedure_concept_id,4080807,Application of bandage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,02,Bandage/support,PROCEDURE_OCCURRENCE,procedure_concept_id,4080807,Application of bandage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,02,Bandage/support,PROCEDURE_OCCURRENCE,procedure_concept_id,4080807,Application of bandage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,02,Bandage/support,PROCEDURE_OCCURRENCE,procedure_concept_id,4080807,Application of bandage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,02,Bandage/support,PROCEDURE_OCCURRENCE,procedure_concept_id,4080807,Application of bandage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,02,Bandage/support,PROCEDURE_OCCURRENCE,procedure_concept_id,4080807,Application of bandage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,02,Bandage/support,PROCEDURE_OCCURRENCE,procedure_concept_id,4080807,Application of bandage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,02,Bandage/support,PROCEDURE_OCCURRENCE,procedure_concept_id,4080807,Application of bandage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,02,Bandage/support,PROCEDURE_OCCURRENCE,procedure_concept_id,4080807,Application of bandage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,02,Bandage/support,PROCEDURE_OCCURRENCE,procedure_concept_id,4080807,Application of bandage,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,01,Dressing,PROCEDURE_OCCURRENCE,procedure_concept_id,4305581,Application of dressing,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,01,Dressing,PROCEDURE_OCCURRENCE,procedure_concept_id,4305581,Application of dressing,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,01,Dressing,PROCEDURE_OCCURRENCE,procedure_concept_id,4305581,Application of dressing,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,01,Dressing,PROCEDURE_OCCURRENCE,procedure_concept_id,4305581,Application of dressing,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,01,Dressing,PROCEDURE_OCCURRENCE,procedure_concept_id,4305581,Application of dressing,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,01,Dressing,PROCEDURE_OCCURRENCE,procedure_concept_id,4305581,Application of dressing,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,01,Dressing,PROCEDURE_OCCURRENCE,procedure_concept_id,4305581,Application of dressing,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,01,Dressing,PROCEDURE_OCCURRENCE,procedure_concept_id,4305581,Application of dressing,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,01,Dressing,PROCEDURE_OCCURRENCE,procedure_concept_id,4305581,Application of dressing,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,01,Dressing,PROCEDURE_OCCURRENCE,procedure_concept_id,4305581,Application of dressing,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,01,Dressing,PROCEDURE_OCCURRENCE,procedure_concept_id,4305581,Application of dressing,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,01,Dressing,PROCEDURE_OCCURRENCE,procedure_concept_id,4305581,Application of dressing,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,12,Intravenous cannula,PROCEDURE_OCCURRENCE,procedure_concept_id,4311035,Intravenous cannulation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,12,Intravenous cannula,PROCEDURE_OCCURRENCE,procedure_concept_id,4311035,Intravenous cannulation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,12,Intravenous cannula,PROCEDURE_OCCURRENCE,procedure_concept_id,4311035,Intravenous cannulation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,12,Intravenous cannula,PROCEDURE_OCCURRENCE,procedure_concept_id,4311035,Intravenous cannulation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,12,Intravenous cannula,PROCEDURE_OCCURRENCE,procedure_concept_id,4311035,Intravenous cannulation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,12,Intravenous cannula,PROCEDURE_OCCURRENCE,procedure_concept_id,4311035,Intravenous cannulation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,12,Intravenous cannula,PROCEDURE_OCCURRENCE,procedure_concept_id,4311035,Intravenous cannulation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,12,Intravenous cannula,PROCEDURE_OCCURRENCE,procedure_concept_id,4311035,Intravenous cannulation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,12,Intravenous cannula,PROCEDURE_OCCURRENCE,procedure_concept_id,4311035,Intravenous cannulation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,12,Intravenous cannula,PROCEDURE_OCCURRENCE,procedure_concept_id,4311035,Intravenous cannulation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,12,Intravenous cannula,PROCEDURE_OCCURRENCE,procedure_concept_id,4311035,Intravenous cannulation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,12,Intravenous cannula,PROCEDURE_OCCURRENCE,procedure_concept_id,4311035,Intravenous cannulation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,41,Continuous positive airways pressure/nasal intermittent positive pressure ventilation/bag valve mask,PROCEDURE_OCCURRENCE,procedure_concept_id,4177224,Noninvasive ventilation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,41,Continuous positive airways pressure/nasal intermittent positive pressure ventilation/bag valve mask,PROCEDURE_OCCURRENCE,procedure_concept_id,4177224,Noninvasive ventilation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,41,Continuous positive airways pressure/nasal intermittent positive pressure ventilation/bag valve mask,PROCEDURE_OCCURRENCE,procedure_concept_id,4177224,Noninvasive ventilation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,41,Continuous positive airways pressure/nasal intermittent positive pressure ventilation/bag valve mask,PROCEDURE_OCCURRENCE,procedure_concept_id,4177224,Noninvasive ventilation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,41,Continuous positive airways pressure/nasal intermittent positive pressure ventilation/bag valve mask,PROCEDURE_OCCURRENCE,procedure_concept_id,4177224,Noninvasive ventilation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,41,Continuous positive airways pressure/nasal intermittent positive pressure ventilation/bag valve mask,PROCEDURE_OCCURRENCE,procedure_concept_id,4177224,Noninvasive ventilation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,41,Continuous positive airways pressure/nasal intermittent positive pressure ventilation/bag valve mask,PROCEDURE_OCCURRENCE,procedure_concept_id,4177224,Noninvasive ventilation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,41,Continuous positive airways pressure/nasal intermittent positive pressure ventilation/bag valve mask,PROCEDURE_OCCURRENCE,procedure_concept_id,4177224,Noninvasive ventilation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,41,Continuous positive airways pressure/nasal intermittent positive pressure ventilation/bag valve mask,PROCEDURE_OCCURRENCE,procedure_concept_id,4177224,Noninvasive ventilation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,41,Continuous positive airways pressure/nasal intermittent positive pressure ventilation/bag valve mask,PROCEDURE_OCCURRENCE,procedure_concept_id,4177224,Noninvasive ventilation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,41,Continuous positive airways pressure/nasal intermittent positive pressure ventilation/bag valve mask,PROCEDURE_OCCURRENCE,procedure_concept_id,4177224,Noninvasive ventilation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,41,Continuous positive airways pressure/nasal intermittent positive pressure ventilation/bag valve mask,PROCEDURE_OCCURRENCE,procedure_concept_id,4177224,Noninvasive ventilation,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,08,Removal foreign body,PROCEDURE_OCCURRENCE,procedure_concept_id,4032408,Removal of foreign body,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,08,Removal foreign body,PROCEDURE_OCCURRENCE,procedure_concept_id,4032408,Removal of foreign body,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,08,Removal foreign body,PROCEDURE_OCCURRENCE,procedure_concept_id,4032408,Removal of foreign body,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,08,Removal foreign body,PROCEDURE_OCCURRENCE,procedure_concept_id,4032408,Removal of foreign body,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,08,Removal foreign body,PROCEDURE_OCCURRENCE,procedure_concept_id,4032408,Removal of foreign body,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,08,Removal foreign body,PROCEDURE_OCCURRENCE,procedure_concept_id,4032408,Removal of foreign body,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,08,Removal foreign body,PROCEDURE_OCCURRENCE,procedure_concept_id,4032408,Removal of foreign body,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
